DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes
151513084,6/10/2015,6/10/2015,1020,1557,CAMARILLO ST,VINELAND AV,"(34.1594, -118.3657)",3004 3036 3026 3101 3401 3701 4015 0605
181506912,2/26/2018,2/26/2018,1030,1524,VICTORY BL,SAINT CLAIR AV,"(34.1867, -118.3997)",3006 3030 3028 3032 3037 3101 3401 3701 4026
151519921,10/15/2015,10/15/2015,1200,1562,COLDWATER CANYON AV,MILBANK ST,"(34.154, -118.4138)",3004 3101 3401 3701 4026 3025 3037
191513409,7/1/2019,7/1/2019,1230,1589,CRAIG DR,BARHAM BL,"(34.1428, -118.3241)",3004 3036 3026 3101 3401 4026 3701
191520290,11/8/2019,11/8/2019,1240,1516,VINELAND AV,KITTRIDGE ST,"(34.1946, -118.3835)",3004 3037 3029 3026 3101 3401 3701 4015 0605
191510431,5/4/2019,5/4/2019,1320,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",3004 3036 3029 3025 3101 3401 3701 4026
161523750,12/26/2016,12/26/2016,1325,1522,COLDWATER CANYON AV,KITTRIDGE ST,"(34.1904, -118.4138)",3006 3028 3030 3037 3101 3401 3701 4026
181516803,8/26/2018,8/26/2018,1405,1595,VENTURA BL,CARPENTER AV,"(34.1427, -118.3908)",3004 3025 3037 3101 3401 3701 4026
151505384,1/26/2015,1/26/2015,1415,1548,VINELAND AV,CHANDLER BL,"(34.1684, -118.3703)",3004 3037 3026 3101 3401 3701 4026
161515586,7/28/2016,7/28/2016,1445,1538,FAIR AV,HATTERAS ST,"(34.1758, -118.3746)",3028 3101 3401 3701 4015 3006 3030 3037
171506191,1/30/2017,1/30/2017,1450,1523,VICTORY BL,BELLAIRE AV,"(34.1867, -118.4094)",3004 3037 3025 3101 3401 3701 4015
181504510,1/9/2018,1/9/2018,1530,1596,LAUREL CANYON BL,MULHOLLAND DR,"(34.1236, -118.3753)",3004 3037 3028 3030 3101 3401 3701 4009
181519082,10/5/2018,10/5/2018,1530,1505,LANKERSHIM BL,VALERIO ST,"(34.2049, -118.3878)",3006 3037 3030 3028 3101 3401 3701 4015
161515821,8/2/2016,8/2/2016,1540,1516,TUJUNGA,VANOWEN,"(34.194, -118.379)",3003 3026 3101 3401 3701 4026 3036
181519285,10/10/2018,10/9/2018,1545,1591,12800 VENTURA BL,,"(34.1448, -118.4117)",3004 3030 3028 3101 3401 3701 4015 3037
161504385,1/7/2016,1/7/2016,1550,1512,COLDWATER CANYON AV,VANOWEN ST,"(34.194, -118.4138)",3004 3025 3036 3101 3401 3701 3602 4015
161514470,7/8/2016,7/8/2016,1600,1549,BURBANK BL,ELMER AV,"(34.1722, -118.3763)",3004 3036 3030 3028 3101 3401 3701 4015
171516285,7/30/2017,7/30/2017,1600,1526,6400 FARMDALE AV,,"(34.1867, -118.3812)",3006 3030 3028 3037 3101 3401 3701 4015
181512831,6/14/2018,6/11/2018,1615,1566,VINELAND AV,RIVERSIDE DR,"(34.1524, -118.3703)",3037 3030 3028 3101 3401 3701 4015 3004
161509559,4/12/2016,4/8/2016,1615,1526,LANKERSHIM BL,OXNARD ST,"(34.1794, -118.3856)",3004 3037 3030 3028 3101 3401 3701 4026
181523623,12/30/2018,12/30/2018,1640,1583,COLFAX AV,VENTURA BL,"(34.1413, -118.3877)",3101 3003 3037 3026 3401 3701 4026
181521907,11/28/2018,11/20/2018,1650,1591,VENTURA,LAUREL CANYON,"(34.1436, -118.3953)",3006 3036 3028 3030 3101 3401 3701 4015
151523448,12/17/2015,12/17/2015,1655,1504,LANKERSHIM BL,SATICOY ST,"(34.2085, -118.3878)",3004 3028 3030 3037 3101 3401 3701 4015
191517755,9/23/2019,9/20/2019,1700,1525,VICTORY BL,CARPENTER,"(34.1867, -118.391)",3004 3037 3030 3028 3101 3401 3701 4015
191512334,6/11/2019,6/10/2019,1800,1591,LAUREL CANYON BL,VENTURA BL,"(34.1436, -118.3953)",3032 3037 3004 3030 3028 3101 3401 3701 4015
151507308,2/28/2015,2/28/2015,1840,1566,VINELAND AV,MOORPARK ST,"(34.1504, -118.3703)",3004 3036 3026 3101 3401 3701 4026
161515006,7/20/2016,7/19/2016,1850,1531,OXNARD ST,WHITSETT AV,"(34.1794, -118.4052)",3004 3037 3026 3101 3401 3701 4026
161520126,10/17/2016,10/17/2016,1850,1514,VANOWEN ST,RADFORD AV,"(34.194, -118.3921)",3004 3025 3036 3101 3401 3701 4015
191504069,1/3/2019,1/2/2019,1915,1526,LANKERSHIM BL,GILMORE ST,"(34.1875, -118.3877)",3003 3036 3024 3029 3101 3401 3701 4026
171522999,12/2/2017,11/15/2017,1925,1538,VINELAND BL,BURBANK BL,"(34.1722, -118.3703)",3004 3036 3030 3028 3101 3401 3701 4015
191516540,8/29/2019,8/23/2019,1930,1595,LAUREL CANYON BL,DONA EMILIA,"(34.1369, -118.3858)",3004 3037 3030 3028 3101 3401 3701 4015
191505181,1/23/2019,1/23/2019,2030,1596,VENTURA BL,ARCH DR,"(34.1409, -118.3713)",1402 3006 3037 3028 3030 3101 3401 3701 4026
181521052,11/11/2018,11/9/2018,2030,1504,12000 VALERIO ST,,"(34.2049, -118.3943)",3006 3030 3028 3101 3401 3701 4015 0605
161512638,6/7/2016,6/6/2016,2115,1538,CALIFA ST,FAIR AV,"(34.1776, -118.3746)",3011 3037 3030 3028 3101 3401 3701 4026
171515387,7/12/2017,7/12/2017,2115,1519,VANOWEN ST,CLYBOURN AV,"(34.194, -118.3637)",3004 3037 3026 3101 3401 3701 4015
181517765,9/13/2018,9/12/2018,2125,1532,VICTORY BL,WILKINSON AV,"(34.1867, -118.4041)",3003 3027 3029 3037 3101 3401 3701 4026 1218
161513587,6/23/2016,6/22/2016,2150,1555,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3036 3025 3101 3401 3701 4026
191513770,7/9/2019,7/5/2019,2200,1596,VENTURA BL,EUREKA DR,"(34.1406, -118.376)",3006 3037 3030 3028 3101 3401 3701 4015
191515996,8/10/2019,8/10/2019,2200,1539,RIVERTON AV,CALIFA ST,"(34.1776, -118.3659)",3004 3036 3029 3026 3101 3401 3701 4015
191504762,1/16/2019,1/15/2019,2220,1566,RIVERSIDE DR,ENSIGN AV,"(34.1525, -118.3712)",4026 3004 3037 3026 3101 3401 3701
161515169,7/21/2016,7/21/2016,2220,1523,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026
161522251,11/29/2016,11/28/2016,2225,1545,COLFAX AV,HESBY ST,"(34.1622, -118.3877)",3004 3037 3030 3028 3101 3401 3701 4026
191519610,10/26/2019,10/26/2019,2238,1539,10900 BURBANK BL,,"(34.1758, -118.3643)",4015 3003 3038 3037 3033 3025 3035 3101 3401 3701
161522935,12/12/2016,12/11/2016,2245,1526,VICTORY BL,TUJUNGA AV,"(34.1867, -118.379)",3004 3026 3029 3036 3101 3401 3701 4026
191504620,1/13/2019,1/12/2019,1,1501,ATOLL AV,KESWICK ST,"(34.2094, -118.4204)",3006 3028 3030 3037 3101 3401 3701 4015
181509794,4/20/2018,4/20/2018,5,1599,MULHOLLAND DR,FLOYE DR,"(34.129, -118.3669)",3401 3011 3037 3032 3028 3102 3701 4026
151516101,8/7/2015,8/1/2015,10,1583,LAUREL CANYON BL,VENTURA BL,"(34.1456, -118.396)",3004 3037 3030 3028 3101 3401 3701 4026
151521138,11/5/2015,11/5/2015,100,1543,HERMITAGE AV,CHANDLER BL,"(34.1687, -118.4003)",3006 3028 3030 3037 3101 3401 3701 4026
191515953,7/31/2019,7/27/2019,100,1526,ERWIN ST,CAMELLIA AV,"(34.1831, -118.3823)",
171506411,2/10/2017,2/10/2017,100,1506,VINELAND AV,STAGG ST,"(34.2027, -118.3745)",3006 3030 3028 3037 3101 3401 3701 4026
171523316,12/9/2017,12/9/2017,155,1565,VINELAND,VENTURA FY,"(34.1493, -118.3759)",3004 3037 3026 3101 3401 3701 4015
171513065,6/6/2017,6/6/2017,220,1589,FOREST LAWN DR,BARHAM AV,"(34.1432, -118.3414)",3011 3037 3030 3028 3101 3401 3701 4026
171522473,11/21/2017,11/21/2017,340,1549,BURBANK BL,VINELAND AV,"(34.1722, -118.3703)",3004 3025 3036 3101 3401 3701 4015
171521446,11/1/2017,11/1/2017,545,1547,11600 BURBANK BL,,"(34.1722, -118.3844)",0605 3006 3030 3028 3101 3401 3701 4015
151516160,8/8/2015,8/8/2015,600,1512,COLDWATER CANYON AV,VANOWEN ST,"(34.194, -118.4138)",3004 3025 3101 3401 3701 4026 3037
181505423,1/29/2018,1/29/2018,600,1503,LAUREL CANYON BL,SHERMAN WY,"(34.2014, -118.3965)",3004 3037 3025 3101 3401 3701 4026
161518121,9/14/2016,9/14/2016,615,1589,FOREST LAWN DR,MEMORIAL DR,"(34.1473, -118.3317)",3008 3037 3029 3025 3101 3401 3701 4026
151520851,10/31/2015,10/31/2015,625,1548,CHANDLER BL,TUJUNGA AV,"(34.1681, -118.379)",3037 3025 3101 3401 3701 4026 3006
171506581,2/14/2017,2/14/2017,705,1532,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3037 3026 3101 3401 3701 4026
181523532,12/29/2018,12/29/2018,730,1527,ERWIN ST,CASE AV,"(34.1831, -118.3722)",3006 3028 3030 3037 3101 3401 3701 4026
161519965,10/17/2016,10/17/2016,810,1586,LANKERSHIM BL,UNIVERSAL HO DR,"(34.1425, -118.3643)",3004 3026 3037 3101 3401 3701 4026
161509561,4/12/2016,4/12/2016,845,1566,VINELAND AV,WHIPPLE ST,"(34.1481, -118.3703)",3004 3037 3034 3028 3101 3401 3701 4026
191017194,11/28/2019,11/28/2019,845,1523,GOODLAND,VICTORY,"(34.1866, -118.4117)",3006 3036 3030 3028 3101 3401 3701 4010
171511698,5/13/2017,5/13/2017,850,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3006 3037 3030 3028 3101 3401 3701 4026
161515144,7/21/2016,7/21/2016,900,1523,TEESDALE AV,KITTRIDGE ST,"(34.1904, -118.4081)",3006 3030 3028 3037 3101 3401 3701 4026
181523052,12/19/2018,12/19/2018,900,1508,VINELAND AV,COHASSET ST,"(34.2067, -118.3703)",3006 3028 3030 3037 3101 3401 3701 4026
151518964,9/25/2015,9/25/2015,920,1503,SATICOY ST,SHADYGLADE AV,"(34.2085, -118.4023)",3004 3036 3025 3101 3401 3701 4015
161514340,7/4/2016,7/4/2016,925,1526,LANKERSHIM BL,ERWIN ST,"(34.1831, -118.3867)",3006 3037 3030 3028 3102 3401 3701 4015
181507957,3/17/2018,3/17/2018,930,1527,VICTORY BL,LANKERSHIM BL,"(34.1849, -118.3746)",3004 3037 3030 3028 3101 3401 3701 4015
181519272,10/10/2018,10/9/2018,945,1525,HAMLIN ST,RADFORD AV,"(34.1888, -118.3921)",3006 3030 3028 3037 3101 3401 3701 4015
181520466,10/31/2018,10/31/2018,1000,1532,VICTORY,BELLINGHAM,"(34.1797, -118.4014)",3006 3030 3028 3037 3101 3401 3701 4026
181520244,10/27/2018,10/27/2018,1000,1517,VANOWEN,KLUMP,"(34.194, -118.3757)",3030 3006 3037 3028 3101 3401 3701 4026
161505041,1/20/2016,1/20/2016,1010,1581,MOORPARK ST,LAUREL CANYON BL,"(34.1504, -118.3965)",3004 3037 3028 3101 3401 3701 4026
171507854,3/7/2017,3/7/2017,1035,1589,BARHAM BL,FOREST LAWN DR,"(34.1446, -118.3409)",3004 3037 3026 3101 3401 3701 4026
191508357,3/26/2019,3/26/2019,1105,1543,KILLION ST,WHITSETT AV,"(34.1712, -118.4052)",3034 3004 3037 3028 3101 3401 3701 4026
161517574,9/3/2016,9/2/2016,1130,1563,LAUREL CANYON BL,MOORPARK ST,"(34.1504, -118.3965)",3004 3030 3028 3101 3401 3701 4015 3037
181513640,6/29/2018,6/29/2018,1130,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3026 3101 3401 3701 4026
171505403,1/24/2017,1/24/2017,1135,1547,TUJUNGA AV,OTSEGO ST,"(34.163, -118.379)",3004 3036 3025 3101 3401 3701 4026
161511791,5/21/2016,5/21/2016,1145,1525,TUJUNGA AV,SYLVAN ST,"(34.1826, -118.3916)",3006 3030 3028 3037 3101 3401 3701 4015
181513370,6/25/2018,6/25/2018,1155,1513,SHERMAN WY,WHITSETT,"(34.2012, -118.4052)",3004 3037 3030 3101 3401 3701 4026
181519295,10/10/2018,10/10/2018,1210,1591,VALLEY HEART DR,COLDWATER CANYON AV,"(34.1325, -118.3974)",3004 3025 3036 3101 3401 3701 4026
161514823,7/15/2016,7/15/2016,1215,1596,VENTURA BL,ARCH ST,"(34.1409, -118.3713)",3008 3037 3025 3101 3401 3701 4026
191520637,11/7/2019,11/7/2019,1230,1589,FOREST LAWN DR,COYOTE CANYON DR,"(34.1432, -118.3414)",3006 3028 3030 3037 3101 3401 3701 4015
151510012,4/16/2015,4/16/2015,1230,1548,LANKERSHIM BL,CHANDLER BL,"(34.1681, -118.3765)",3004 3037 3034 3028 3101 3401 3701 4026
151504716,1/14/2015,1/12/2015,1240,1562,LAUREL CANYON BL,MOORPARK,"(34.1504, -118.3965)",3006 3028 3030 3033 3035 3037 3101 3401 3701 4015
151514534,7/7/2015,7/7/2015,1240,1526,ERWIN ST,LANKERSHIM BL,"(34.1831, -118.3856)",3004 3037 3034 3028 3101 3401 3701 4026
191520101,11/2/2019,11/2/2019,1245,1569,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3004 3029 3037 3026 3101 3401 3701 4015 0605
181510144,4/26/2018,4/26/2018,1255,1524,LAUREL CANYON BL,SYLVAN ST,"(34.1849, -118.3965)",3004 3036 3025 3101 3401 3701 4026
161507362,2/29/2016,2/29/2016,1300,1599,CAHUENGA BL,HOLLYCREST DR,"(34.1284, -118.3568)",3011 3037 3034 3028 3101 3401 3701 4015
151518859,9/26/2015,9/25/2015,1300,1543,CORTEEN PL,MAGNOLIA BL,"(34.1649, -118.4019)",3006 3030 3028 3037 3101 3401 3701 4026
181510677,5/6/2018,5/6/2018,1310,1511,SHERMAN WY,ETHEL AV,"(34.2012, -118.4211)",3003 3025 3101 3401 3701 4015 3036
171511050,5/1/2017,5/1/2017,1330,1569,VINELAND AV,VANOWEN ST,"(34.1476, -118.3542)",3004 3037 3030 3028 3101 3401 3701 4026
171518675,9/12/2017,9/12/2017,1330,1504,LANKERSHIM BL,SATICOY ST,"(34.2085, -118.3878)",3004 3036 3602 3026 3101 3401 3701 4015
161506398,2/12/2016,2/12/2016,1345,1557,MAGNOLIA BL,RIVERTON AV,"(34.1649, -118.3653)",3004 3037 3030 3028 3101 3401 3701 4015
181509120,4/8/2018,4/8/2018,1345,1527,VICTORY BL,FRIAR AV,"(34.1849, -118.3746)",3004 3036 3025 3101 3401 3701 4026
181509035,4/2/2018,4/2/2018,1350,1526,LANKERSHIM BL,OXNARD ST,"(34.1794, -118.3856)",3004 3037 3030 3028 3101 3401 3701 4015
191507825,3/14/2019,3/14/2019,1410,1538,BURBANK BL,ELMER AV,"(34.1722, -118.3763)",3006 3037 3030 3028 3101 3401 3701 4026
171510482,4/20/2017,4/13/2017,1415,1562,WHITSETT AV,HORTENSE ST,"(34.155, -118.4052)",3004 3036 3602 3026 3101 3401 3701 4019
191507376,3/5/2019,3/5/2019,1415,1525,CARPENTER AV,OXNARD ST,"(34.1794, -118.391)",3004 3037 3034 3028 3101 3401 3701 4026
191510370,5/3/2019,5/1/2019,1420,1535,HATTERAS ST,LANKERSHIM BL,"(34.1758, -118.3812)",3008 3036 3026 3101 3401 3701 4015
161515604,7/29/2016,7/29/2016,1440,1581,COLDWATER CA,BLOOMFIELD,"(34.1478, -118.4071)",3004 3036 3025 3101 3401 3701 4026
181516924,8/28/2018,8/28/2018,1505,1545,MAGNOLIA BL,COLFAX AV,"(34.1649, -118.3877)",3004 3026 3036 3101 3401 3701 4026
191512397,6/12/2019,6/12/2019,1505,1506,SATICOY ST,VINELAND AV,"(34.2085, -118.3703)",3036 3008 3026 3101 3401 3701 4026
161510992,5/4/2016,5/4/2016,1510,1519,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3037 3008 3026 3101 3401 3701 4015
191504509,1/10/2019,1/10/2019,1530,1523,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",3011 3037 3034 3028 3103 3401 3701 4026
191510296,5/1/2019,4/30/2019,1530,1501,COLDWATER CANYON AV,KLING ST,"(34.2125, -118.4195)",3037 4015 3004 3026 3101 3401 3701
171522606,11/24/2017,11/24/2017,1540,1588,BARHAM BL,DARK CANYON DR,"(34.1389, -118.3416)",3004 3037 3026 3101 3401 3701 4026
151522757,12/4/2015,12/4/2015,1550,1566,RIVERSIDE DR,LANKERSHIM BL,"(34.1523, -118.367)",3004 3037 3030 3028 3101 3401 3701 4015
191509377,4/13/2019,4/13/2019,1550,1555,LAUREL CANYON BL,RIVERSIDE DR,"(34.1589, -118.3742)",3004 3036 3026 3101 3401 3701 4015
151522775,12/5/2015,12/5/2015,1550,1503,LAUREL CANYON BL,VOSE ST,"(34.1985, -118.3965)",3602 3004 3037 3030 3028 3101 3401 3701 4026
181512802,6/14/2018,6/13/2018,1550,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3030 3028 3101 3401 3701 4015 3037
191507431,3/6/2019,3/6/2019,1600,1589,FOREST LAWN DR,BARHAM BL,"(34.1432, -118.3414)",3004 3036 3026 3101 3401 3701 4026
161519222,10/3/2016,10/3/2016,1610,1596,VENTURA BL,ARCH ST,"(34.1409, -118.3713)",3004 3037 3034 3026 3101 3401 3701 4026
191508868,4/4/2019,4/4/2019,1610,1595,CARPENTER AV,VENTURA BL,"(34.1427, -118.3908)",3006 3037 3030 3028 3101 3401 3701 4026
171508789,3/22/2017,3/22/2017,1610,1525,GILMORE ST,RADFORD AV,"(34.1875, -118.3921)",3004 3037 3602 3025 3101 3401 3701 4026
181507261,3/4/2018,3/4/2018,1640,1501,COLDWATER CANYON AV,SHERMAN WY,"(34.2125, -118.4195)",3024 3101 3401 3701 4026 3013 3036
181522819,12/14/2018,12/14/2018,1645,1563,LAUREL CANYON BL,MOORPARK ST,"(34.1504, -118.3965)",3004 3028 3030 3037 3101 3401 3701 4026
171515361,7/17/2017,7/17/2017,1650,1522,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",3004 3037 3029 3026 3101 3401 3701 4026
161516708,8/18/2016,8/18/2016,1655,1586,CAMPO DE CAHUENGA,LANKERSHIM BL,"(34.1391, -118.3621)",3004 3037 3025 3101 3401 3701 4026
171523301,12/8/2017,12/8/2017,1710,1527,TUJUNGA AV,VICTORY BL,"(34.1867, -118.379)",3004 3037 3030 3028 3101 3401 3701 4026
181617237,12/3/2018,12/3/2018,1710,1506,VALERIO ST,VINELAND AV,"(34.2048, -118.3703)",3004 3037 3030 3028 3101 3401 3701 4016
191518551,10/7/2019,10/6/2019,1715,1508,VINELAND,SATICOY ST,"(34.2085, -118.3703)",3006 3030 3028 3036 3101 3401 3701 4010
151511781,5/20/2015,5/20/2015,1740,1563,MOORPARK ST,CAMELLIA AV,"(34.1504, -118.3823)",3004 3037 3034 3025 3101 3401 3701 4026
171511672,5/12/2017,5/12/2017,1750,1532,WHITSETT AV,OXNARD ST,"(34.1794, -118.4052)",3004 3037 3026 3101 3401 3701 4026
191508865,4/4/2019,4/4/2019,1755,1599,LANKERSHIM BL,VENTURA BL,"(34.1372, -118.3633)",3004 3037 3030 3028 3101 3401 3701 4015
171509318,3/28/2017,3/28/2017,1755,1544,WHITSETT AV,MAGNOLIA BL,"(34.1649, -118.4052)",3004 3028 3030 3037 3101 3401 3701 4015
191514994,7/31/2019,7/31/2019,1755,1512,BELLAIRE AV,VANOWEN ST,"(34.194, -118.4094)",
161515690,7/29/2016,7/29/2016,1800,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3008 3026 3101 3401 3701 4015 3036
191521667,12/4/2019,12/4/2019,1815,1506,VINELAND AV,SHERMAN WY,"(34.2012, -118.3703)",3004 3030 3028 3101 4015 3037
161519811,10/13/2016,10/13/2016,1820,1504,LANKERSHIM BL,RUNNYMEDE ST,"(34.2058, -118.3878)",3004 3028 3030 3036 3101 3401 3701 3602 4015
171507408,2/23/2017,2/23/2017,1830,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3006 3030 3037 3028 3101 3401 3701 4015 3032
181517171,9/1/2018,9/1/2018,1835,1532,LAUREL CANYON BL,BURBANK BL,"(34.1722, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4015 0906
151523042,12/9/2015,12/8/2015,1840,1539,WHITNALL HY,OXNARD ST,"(34.1794, -118.3653)",0605 3004 3036 3026 3101 3401 3701 4015
151515541,7/27/2015,7/25/2015,1855,1533,CARPENTER AV,BURBANK BL,"(34.1722, -118.391)",
151516031,8/5/2015,2/27/2015,1900,1515,LANKERSHIM BL,VANOWEN ST,"(34.194, -118.3878)",3004 3037 3030 3028 3101 3401 3701 4026
191522579,12/27/2019,12/20/2019,1900,1515,HART,GENTRY,"(34.1976, -118.3932)",1300 0605 1501
191517216,9/11/2019,9/2/2019,1900,1502,BELLAIRE AV,WIXOM ST,"(34.2118, -118.4108)",3004 3025 3037 3101 3401 3701 4015
151519247,10/4/2015,10/3/2015,1920,1514,VANOWEN ST,GENTRY AV,"(34.194, -118.3932)",3004 3037 3030 3028 3101 3401 3701 4026
151505053,1/19/2015,1/19/2015,1930,1548,LANKERSHIM,MAGNOLIA,"(34.1649, -118.375)",3004 3037 3029 3026 3101 3701 4015
151520921,11/2/2015,11/1/2015,1940,1565,VALLEY SPRING PL,VALLEY SPRING LN,"(34.1481, -118.3746)",3003 3037 3029 3101 3401 3701 4026 3027
161512176,5/31/2016,5/30/2016,1950,1567,CAHUENGA BL,LANKERSHIM BL,"(34.1433, -118.3616)",3015 3025 3037 3101 3401 3701 3034 4026
171521786,11/8/2017,11/7/2017,2000,1501,COLDWATER CA BL,SATICOY ST,"(34.2125, -118.4195)",3004 3037 3026 3101 3401 3701 4015
181518802,10/1/2018,9/28/2018,2015,1567,LANKERSHIM BL,RIVERSIDE DR,"(34.1523, -118.367)",3004 3037 3030 3028 3101 3401 3701 4015
161509875,4/16/2016,4/16/2016,2020,1532,CALIFA ST,SAINT CLAIR AV,"(34.1774, -118.3999)",3030 3037 3028 3101 3401 3701 4026 3006
161515781,8/1/2016,8/1/2016,2040,1526,HAZELHURST PL,COLFAX AV,"(34.1828, -118.3878)",3006 3030 3028 3101 3401 3701 4015 3032 3037
181519194,10/8/2018,10/7/2018,2100,1519,VANOWEN ST,RIVERTON AV,"(34.194, -118.3659)",3004 3030 3028 3037 3101 3401 3701 4015
151512253,5/28/2015,5/27/2015,2120,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",3006 3037 3032 3028 3101 3401 3701 4026
191519004,10/15/2019,10/13/2019,2130,1587,RIVERTON,ARMINTA,"(34.1361, -118.357)",3006 3028 3101 3401 3701 4015 1300 0605 1501
151509220,4/2/2015,4/1/2015,2130,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4015 0605
151513093,6/11/2015,6/10/2015,2200,1544,WILKINSON AV,MAGNOLIA BL,"(34.1649, -118.4041)",3006 3030 3037 3101 3401 3701 4026 3028
161516581,8/15/2016,8/14/2016,2200,1512,BELLAIRE AV,GAULT ST,"(34.1994, -118.4094)",3006 3030 3028 3101 4015 3037
171521768,11/8/2017,11/7/2017,2200,1508,VINELAND AV,LULL ST,"(34.2066, -118.3666)",0906 3004 3036 3034 3025 3101 3401 3701 4026
191515770,8/17/2019,8/14/2019,2200,1502,SATICOY ST,BELLAIRE AV,"(34.2069, -118.4097)",3037 3004 3030 3028 3101 3401 3701 4009
181510163,4/27/2018,4/26/2018,2240,1529,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3036 3104 3003 3027 3029 3401 3701 4026
191516970,9/8/2019,9/7/2019,2305,1501,KESWICK ST,VAN NOORD AV,"(34.2094, -118.4161)",3006 3037 3030 3034 3028 3101 3401 3701 4026
191511273,5/22/2019,5/21/2019,2345,1514,6700 RADFORD AV,,"(34.194, -118.3943)",3006 3037 3025 3101 3401 3701 4026
181522674,12/12/2018,12/12/2018,2359,1522,COLDWATER CANYON AV,KITTRIDGE ST,"(34.1904, -118.4138)",3006 3028 3030 3037 3101 3401 3701 4026
161522253,11/29/2016,11/29/2016,125,1538,COLLINS,BAKMAN,"(34.174, -118.3778)",3004 3030 3028 3401 3701 4026
191519065,10/3/2019,7/31/2019,315,1595,11900 LAURELWOOD DR,,"(34.1418, -118.3914)",
181521704,11/24/2018,11/24/2018,320,1549,BURBANK BL,DENNY AV,"(34.1722, -118.3648)",1300 0605 1501 3006 3036 3026 3101 3401 3701 4015
161516807,8/21/2016,8/21/2016,605,1524,LAUREL CANYON BL,VICTORY BL,"(34.1867, -118.3965)",3036 3029 3026 3101 3401 3701 4026 3004
191514477,7/23/2019,7/18/2019,655,1532,BURBANK BL,LAUREL CANYON BL,"(34.1722, -118.3965)",3004 3030 3028 3101 3401 3701 4015 3037
191520207,11/7/2019,11/7/2019,705,1543,MAGNOLIA BL,CORTEEN PL,"(34.1649, -118.4019)",3006 3037 3026 3101 4026
151520718,10/29/2015,10/29/2015,710,1563,MOORPARK ST,KRAFT AV,"(34.1504, -118.3801)",3004 3036 3030 3028 3101 3401 3701 4026
191517161,9/10/2019,9/7/2019,745,1512,6900 COLDWATER CANYON AV,,"(34.1958, -118.4138)",1300 0605 1501
181508311,3/24/2018,3/24/2018,755,1591,WHITSETT AV,VENTURA BL,"(34.1427, -118.4052)",3004 3036 3025 3101 4026 3701
171506526,2/13/2017,2/13/2017,800,1535,LANKERSHIM BL,BURBANK BL,"(34.1722, -118.3801)",3004 3036 3025 3101 3401 3701 4026
181519069,10/5/2018,10/4/2018,840,1538,VINELAND AV,HATTERAS ST,"(34.1758, -118.3703)",3003 3026 3036 3101 3401 3701 4009
171509646,4/6/2017,4/6/2017,850,1519,VANOWEN ST,SATSUMA AV,"(34.194, -118.367)",3004 3037 3026 3101 3401 3701 4026
181519015,10/4/2018,10/4/2018,855,1583,COLFAX AV,VENTURA BL,"(34.1413, -118.3877)",3401 3004 3026 3037 3101 3701 4015
181509921,4/23/2018,4/23/2018,900,1544,WHITSETT AV,MAGNOLIA BL,"(34.1649, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026
191519848,10/31/2019,10/31/2019,1000,1599,LANKERSHIM BL,KENTUCKY DR,"(34.1366, -118.3642)",3006 3037 3030 3028 3101 3401 3701 4026
191505049,1/21/2019,1/21/2019,1000,1525,VICTORY BL,LANKERSHIM BL,"(34.1867, -118.3888)",3004 3037 3025 3101 3401 3701 4026
171507169,2/22/2017,2/22/2017,1020,1596,LAUREL CANYON BL,SARAH ST,"(34.1339, -118.3744)",3004 3037 3101 3401 3701 4015 3026
181509117,4/8/2018,4/8/2018,1030,1566,WHIPPLE ST,VINELAND AV,"(34.1481, -118.3703)",3004 3037 3030 3028 3101 3401 3701 4026
181518928,10/3/2018,10/3/2018,1030,1529,CLYBOURN AV,KITTRIDGE ST,"(34.1829, -118.365)",3030 3037 3028 3101 3401 3701 4026 3006 3032
191520405,11/6/2019,11/6/2019,1035,1545,LAUREL CANYON BL,HARTSOOK ST,"(34.164, -118.3965)",3004 3028 3034 3037 3101 4015
171518658,9/12/2017,9/12/2017,1100,1525,VICTORY BL,AGNES AV,"(34.1867, -118.3954)",3004 3037 3029 3026 3101 3401 3701 4026
