DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes,Lat,Lon
161506029,2/6/2016,2016-02-06,2030,1512,COLDWATER CANYON AV,VANOWEN ST,"(34.194, -118.4138)",3006 3030 3028 3037 3101 3401 3701 4026,34.194,-118.4138
151514927,7/15/2015,2015-07-14,2040,1532,BURBANK BL,LAUREL CANYON BL,"(34.1722, -118.3965)",3004 3036 3034 3026 3101 3401 3701 4026,34.1722,-118.3965
161518290,9/17/2016,2016-09-17,2045,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",3004 3030 3037 3028 3101 3401 3701 4015,34.1867,-118.4052
151505362,1/25/2015,2015-01-25,2053,1504,RUNNYMEDE ST,LAUREL CANYON BL,"(34.2058, -118.3965)",3006 3037 3025 3101 3401 3701 4026,34.2058,-118.3965
171511817,5/15/2017,2017-05-11,2100,1532,OXNARD,RHODES,"(34.1794, -118.4031)",3006 3037 3030 3028 3101 3401 3701 4026,34.1794,-118.4031
151510939,5/5/2015,2015-05-04,2100,1516,KITTRIDGE ST,TUJUNGA AV,"(34.1903, -118.379)",0605 3006 3030 3028 3101 3401 3701 4015 3037,34.1903,-118.379
171513119,6/6/2017,2017-06-06,2117,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3005 3036 3026 3101 3401 3701 4015,34.1413,-118.3877
151517950,9/8/2015,2015-09-07,2120,1549,FULCHER AV,HATTERAS ST,"(34.1695, -118.3659)",3006 3037 3030 3028 3101 3401 3701 4026,34.1695,-118.3659
171521171,10/28/2017,2017-10-27,2130,1517,VINELAND AV,KITTRIDGE ST,"(34.1903, -118.3703)",3004 3030 3036 3028 3101 3401 3701 4026,34.1903,-118.3703
181509603,4/13/2018,2018-04-13,2130,1522,COLDWATER CANYON AV,SHERMAN WY,"(34.2012, -118.4138)",3101 3401 3701 4015 3026 3036 3004,34.2012,-118.4138
151510517,4/28/2015,2015-04-27,2140,1501,STRATHERN ST,FULTON AV,"(34.2159, -118.4207)",3004 3037 3030 3028 3101 3401 3701 4026,34.2159,-118.4207
151506611,2/17/2015,2015-02-16,2200,1599,FREDONIA,REGAL,"(34.1284, -118.3568)",3011 3037 3030 3028 3101 3401 3701 4026,34.1284,-118.3568
191509064,4/8/2019,2019-04-06,2200,1526,VICTORY BL,TUJUNGA AV,"(34.1867, -118.379)",3037 3004 3030 3028 3101 3401 3701 4015,34.1867,-118.379
151521520,11/13/2015,2015-11-12,2205,1555,VINELAND AV,HESBY ST,"(34.1618, -118.3704)",3037 3030 3028 3101 3401 3701 4026 3004,34.1618,-118.3704
191516332,8/28/2019,2019-08-15,2209,1555,BLIX ST,BELLFLOWER AV,"(34.1566, -118.3734)",3011 3028 3030 3037 3101 3401 3701 4015,34.1566,-118.3734
171517376,8/22/2017,2017-08-21,2225,1557,MAGNOLIA BL,SATSUMA AV,"(34.1649, -118.3675)",3006 3037 3030 3025 3101 3401 3701 4026,34.1649,-118.3675
191508156,3/21/2019,2019-03-18,2230,1591,VENTURA BL,GOODLAND AV,"(34.1449, -118.4117)",3037 3034 3026 3101 3401 3701 4015 3011,34.1449,-118.4117
171520599,10/18/2017,2017-10-17,2230,1527,VINELAND AV,OXNARD ST,"(34.1794, -118.3703)",3037 3011 3602 3032 3034 3101 3401 3701 4026,34.1794,-118.3703
191521821,12/12/2019,2019-12-05,2230,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.405)",3006 3028 3030 3037 3101 4015,34.2012,-118.405
171521184,10/27/2017,2017-10-27,2240,1546,COLFAX,MAGNOLIA,"(34.1649, -118.3877)",3004 3036 3026 3101 3401 3701 4015,34.1649,-118.3877
181512640,6/11/2018,2018-06-10,2245,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3004 3037 3030 3028 3101 3401 3701 4015,34.194,-118.3703
161518789,9/26/2016,2016-09-25,2255,1503,SHADYGLADE AV,RUNNYMEDE ST,"(34.2056, -118.4025)",3006 3030 3028 3101 3701 4026 3037,34.2056,-118.4025
151511295,5/12/2015,2015-05-10,2300,1555,LA MAIDA ST,KLUMP AV,"(34.1584, -118.3757)",0605 3006 3037 3030 3028 3101 4015,34.1584,-118.3757
151518784,9/25/2015,2015-09-24,2310,1555,VINELAND AV,MAGNOLIA BL,"(34.1649, -118.3704)",3011 3034 3028 3037 3101 3401 3701 4026,34.1649,-118.3704
181512429,6/8/2018,2018-06-07,2315,1544,MAGNOLIA BL,WILKINSON AV,"(34.1649, -118.4041)",3011 3037 3034 3030 3028 3101 3401 3701 4026,34.1649,-118.4041
191522339,12/22/2019,2019-12-21,2330,1585,VINELAND AV,VENTURA BL,"(34.1405, -118.3702)",3008 3037 3026 3101 4026,34.1405,-118.3702
151505413,1/26/2015,2015-01-25,2330,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",0605 3011 3028 3033 3037 3101 3401 3701 4015 3034,34.2006,-118.3965
181517080,9/1/2018,2018-08-31,2330,1509,SHERMAN PL,CLYBOURN AV,"(34.2026, -118.3635)",3004 3037 3026 3101 3401 3701 4026 3602,34.2026,-118.3635
171524384,12/29/2017,2017-12-28,2350,1555,BLAKESLEE AV,MAGNOLIA BL,"(34.1589, -118.3742)",3004 3029 3026 3101 3401 3701 4015 3037,34.1589,-118.3742
161521757,11/19/2016,2016-11-18,2350,1521,SHERMAN WY,VARNA AV,"(34.2012, -118.4247)",3006 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4247
181510587,5/5/2018,2018-05-04,2355,1523,VICTORY BL,TEESDALE AV,"(34.1866, -118.4084)",3006 3030 3037 3028 3101 3401 3701 4026,34.1866,-118.4084
191518762,10/12/2019,2019-09-17,2359,1587,100 UNIVERSAL HOLLYWOOD DR,,"(34.1366, -118.3567)",4026 3006 3030 3028 3032 3101 3401 3701 3037,34.1366,-118.3567
161507862,3/11/2016,2016-03-09,2359,1546,FULCHER AV,BURBANK BL,"(34.1629, -118.3848)",3006 3030 3037 3028 3101 3401 3701 4026,34.1629,-118.3848
161510541,4/28/2016,2016-04-28,2359,1513,WHITSETT AV,VOSE ST,"(34.1985, -118.4052)",3006 3030 3028 3037 3101 3401 3701 4026,34.1985,-118.4052
171522006,11/12/2017,2017-11-11,5,1557,CAHUENGA BL,SARAH ST,"(34.154, -118.3615)",0605 3004 3030 3036 3028 3101 3401 3701 4015,34.154,-118.3615
171523638,12/16/2017,2017-12-16,100,1555,HUSTON ST,KLUMP AV,"(34.16, -118.3757)",3006 3030 3028 3037 3101 4026,34.16,-118.3757
151500598,3/6/2015,2015-03-06,205,1504,SATICOY ST,LANKERSHIM BL,"(34.2085, -118.3878)",3004 3037 3026 3101 3401 3701 4015 0605,34.2085,-118.3878
171510191,4/16/2017,2017-04-14,220,1545,11800 MAGNOLIA BL,,"(34.1649, -118.3899)",0605 3012 3028 3101 3401 3701 4015,34.1649,-118.3899
191519560,10/26/2019,2019-10-26,230,1538,OXNARD ST,FAIR AV,"(34.1794, -118.3746)",3004 3026 3029 3037 3101 3401 3701 4009,34.1794,-118.3746
171508961,3/26/2017,2017-03-26,300,1523,BLUEBELL AV,ERWIN ST,"(34.1831, -118.4102)",3006 3030 3037 3028 3101 3401 3701 4026,34.1831,-118.4102
191522425,12/21/2019,2019-12-21,520,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3036 3026 3101 4015,34.2012,-118.4052
181514752,7/19/2018,2018-07-19,547,1504,RADFORD AV,COVELLO ST,"(34.2076, -118.3922)",3011 3028 3030 3037 3101 3401 3701 4015,34.2076,-118.3922
191514423,7/1/2019,2019-06-17,630,1549,5300 AUCKLAND AV,,"(34.1667, -118.3604)",1501,34.1667,-118.3604
191517082,8/27/2019,2019-08-27,715,1546,11600 MAGNOLIA BL,,"(34.1649, -118.3851)",,34.1649,-118.3851
191516568,8/31/2019,2019-08-30,730,1555,OTSEGO ST,VINELAND AV,"(34.163, -118.3706)",3006 3028 3030 3037 3101 3401 3701 4015,34.163,-118.3706
191513860,7/10/2019,2019-07-10,745,1555,RIVERSIDE,TUJUNGA,"(34.1576, -118.379)",3003 3036 3024 3101 3401 3701 4026,34.1576,-118.379
191509810,4/22/2019,2019-04-22,800,1539,VINELAND AV,KITTRIDGE ST,"(34.1758, -118.3643)",3004 3036 3026 3101 3401 3701 4026,34.1758,-118.3643
171504494,1/9/2017,2017-01-09,800,1504,LAUREL CANYON BL,VANOWEN ST,"(34.2045, -118.392)",3004 3037 3030 3028 3101 3401 3701 4026,34.2045,-118.392
161521116,11/5/2016,2016-11-05,845,1544,OTSEGO,LAUREL CANYON,"(34.1631, -118.3965)",3008 3037 3026 3101 3401 3701 4015,34.1631,-118.3965
171510508,4/20/2017,2017-04-20,845,1500,COLFAX,BURBANK,"(34.1722, -118.3877)",3004 3036 3029 3026 3101 3401 3701 4015,34.1722,-118.3877
161511251,5/11/2016,2016-05-11,915,1555,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3037 3602 3026 3101 3401 3701 4026,34.1577,-118.3703
191508157,3/21/2019,2019-03-20,940,1559,MAGNOLIA BL,IRVINE AV,"(34.158, -118.3569)",3004 3037 3030 3028 3101 3401 3701 4015,34.158,-118.3569
161504212,1/5/2016,2016-01-04,950,1596,LAUREL CANYON BL,MULHOLLAND DR,"(34.1236, -118.3753)",3004 3028 3030 3037 3101 3401 3701 4026,34.1236,-118.3753
151522760,12/5/2015,2015-12-05,1020,1524,VICTORY BL,LAUREL CANYON BL,"(34.1867, -118.3965)",3004 3034 3602 3026 3101 3401 3701 4026 3037,34.1867,-118.3965
191519487,10/25/2019,2019-10-24,1025,1531,WHITSETT AV,CHANDLER BL,"(34.1687, -118.4052)",3004 3037 3026 3101 3401 3701 4015,34.1687,-118.4052
161515734,8/1/2016,2016-08-01,1055,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3004 3036 3028 3030 3602 3101 3401 3701 4026,34.1413,-118.3877
171521390,11/1/2017,2017-11-01,1110,1599,CAHUENGA BL,REGAL PL,"(34.135, -118.3611)",3004 3037 3025 3101 3401 3701 4026,34.135,-118.3611
161520687,10/28/2016,2016-10-28,1120,1586,LANKERSHIM BL,CAHUENGA BL,"(34.1433, -118.3616)",3004 3037 3034 3026 3101 3401 3701 4026,34.1433,-118.3616
181513028,6/18/2018,2018-06-18,1125,1586,LANKERSHIM BL,MAIN ST,"(34.1407, -118.3612)",3004 3037 3025 3101 3401 3701 4026,34.1407,-118.3612
161507965,3/13/2016,2016-03-13,1205,1547,TUJUNGA AV,OTSEGO ST,"(34.163, -118.379)",3037 3026 3101 3401 3701 4026 3004,34.163,-118.379
151516308,8/11/2015,2015-08-09,1240,1519,VANOWEN ST,DENNY AV,"(34.194, -118.3648)",3004 3037 3029 3026 3101 3401 3701 4026,34.194,-118.3648
181513096,6/19/2018,2018-06-19,1240,1503,VANOWEN ST,LAUREL CANYON BL,"(34.194, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.194,-118.3965
191522258,12/19/2019,2019-12-19,1255,1599,CAHUENGA BL,BARBARA CT,"(34.128, -118.3467)",3004 3036 3028 3030 3101 4026,34.128,-118.3467
161517811,9/8/2016,2016-09-08,1320,1535,LANKERSHIM BL,BURBANK BL,"(34.1722, -118.3801)",3004 3037 3602 3029 3025 3101 3401 3701 4026,34.1722,-118.3801
191517097,9/9/2019,2019-09-09,1320,1526,VICTORY BL,TROOST AV,"(34.1867, -118.3865)",3036 3004 3026 3101 3401 3701 4026,34.1867,-118.3865
151512640,6/2/2015,2015-06-02,1330,1543,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3036 3026 3101 3401 3701 4026,34.1687,-118.3965
171514506,7/1/2017,2017-07-01,1335,1505,VALERIO ST,LANKERSHIM BL,"(34.2049, -118.3878)",3008 3025 3101 3401 3701 4015 3036,34.2049,-118.3878
161521941,11/16/2016,2016-11-16,1400,1506,SATICOY ST,FAIR AV,"(34.2085, -118.3747)",3004 3037 3602 3026 3101 3401 3701 4015 0605,34.2085,-118.3747
191515876,8/19/2019,2019-08-19,1435,1567,CAHUENGA BL,KLING ST,"(34.1499, -118.3635)",3004 3026 3037 3101 3401 3701 4026,34.1499,-118.3635
191506587,2/18/2019,2019-02-17,1440,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4015,34.2012,-118.4052
191519520,10/25/2019,2019-10-25,1450,1533,BURBANK BL,MORELLA AV,"(34.1722, -118.3899)",4026 3004 3026 3037 3101 3401 3701,34.1722,-118.3899
161505241,1/23/2016,2016-01-23,1455,1548,MAGNOLIA BL,SATSUMA AV,"(34.1649, -118.3675)",3036 3026 3101 3401 3701 4026 3003,34.1649,-118.3675
171506202,2/6/2017,2017-02-06,1500,1524,LAUREL CANYON BL,ERWIN ST,"(34.183, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4015,34.183,-118.3965
191513109,6/25/2019,2019-06-25,1512,1523,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3004 3037 3028 3101 3401 3701 4026 3030,34.1867,-118.4137
181504570,1/13/2018,2018-01-13,1515,1529,ERWIN ST,RIVERTON AV,"(34.1831, -118.3659)",3701 3008 3025 3037 3101 3401 4026,34.1831,-118.3659
171507166,2/23/2017,2017-02-22,1520,1532,OXNARD ST,LAUREL CANYON BL,"(34.1794, -118.3965)",3004 3037 3029 3026 3101 3401 3701 4026,34.1794,-118.3965
191516940,9/4/2019,2019-09-04,1540,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",0605 3028 3030 4015 3037 3006 3033 3101 3401 3701,34.1867,-118.4052
171512492,5/26/2017,2017-05-26,1545,1581,LAUREL CANYON BL,VENTURA BL,"(34.1478, -118.4071)",3006 3037 3030 3028 3101 3401 3701 4026,34.1478,-118.4071
151521135,11/3/2015,2015-11-03,1550,1589,BARHAM BL,FOREST LAWN DR,"(34.1446, -118.3409)",3030 3028 3102 3401 3701 4015 3006 3037 3032,34.1446,-118.3409
161516952,8/22/2016,2016-08-22,1600,1555,HUSTON ST,BAKMAN AV,"(34.16, -118.3774)",3004 3602 3026 3101 3401 3701 4015 3037,34.16,-118.3774
161518573,9/21/2016,2016-09-21,1600,1525,AGNES AV,VICTORY BL,"(34.1867, -118.3954)",3004 3037 3026 3101 3401 3701 4026,34.1867,-118.3954
191506104,2/10/2019,2019-02-08,1625,1562,WHITSETT AV,HORTENSE ST,"(34.155, -118.4052)",3004 3036 3029 3026 3101 3401 3701 4015,34.155,-118.4052
151517217,8/26/2015,2015-08-25,1625,1557,HESBY ST,CLEON AV,"(34.1618, -118.368)",3006 3030 3028 3037 3101 3401 3701 4026,34.1618,-118.368
171507174,2/17/2017,2017-02-17,1630,1591,WHITSETT AV,VALLEYHEART DR,"(34.1433, -118.4052)",3004 3026 3101 3401 3701 4015 3037,34.1433,-118.4052
191520639,11/13/2019,2019-11-13,1630,1538,FAIR AV,BURBANK BL,"(34.1722, -118.3746)",3036 3003 3029 3026 3101 3401 3701 4015,34.1722,-118.3746
161508961,3/31/2016,2016-03-31,1630,1512,VOSE ST,COLDWATER CA AV,"(34.1973, -118.4116)",3004 3037 3029 3026 3101 3401 3701 4015,34.1973,-118.4116
181517903,9/15/2018,2018-09-15,1635,1514,HART ST,GENTRY AV,"(34.1976, -118.3932)",3006 3030 3028 3037 3101 3401 3701 4026,34.1976,-118.3932
151518870,9/26/2015,2015-09-26,1645,1544,MAGNOLIA BL,WHITSETT AV,"(34.1649, -118.4052)",3004 3037 3026 3101 3401 3701 4026,34.1649,-118.4052
161504564,1/11/2016,2016-01-11,1650,1549,LANKERSHIM BL,BURBANK BL,"(34.1722, -118.379)",3004 3028 3030 3037 3101 3401 3701 4026,34.1722,-118.379
171522453,11/21/2017,2017-09-24,1700,1521,6900 FULTON AV,,"(34.1959, -118.4225)",3003 3037 3025 3101 3401 3701 4015,34.1959,-118.4225
191510937,5/14/2019,2019-05-14,1705,1559,STROHM AV,ADDISON ST,"(34.1613, -118.3593)",3004 3036 3025 3101 3401 3701 4026,34.1613,-118.3593
191509947,4/24/2019,2019-04-24,1705,1511,SHERMAN WY,ETHEL AV,"(34.2012, -118.4211)",3004 3037 3032 3026 3101 3401 3701 4026,34.2012,-118.4211
161520262,10/22/2016,2016-10-19,1715,1569,CAHUENGA BL,VALLEY SPRING LN,"(34.1468, -118.3615)",3004 3026 3101 3401 3701 4026 3037,34.1468,-118.3615
181522827,12/15/2018,2018-12-14,1740,1535,LANKERSHIM BL,HATTERAS ST,"(34.1758, -118.3817)",3004 3037 3028 3101 3401 3701 4015,34.1758,-118.3817
191513110,6/25/2019,2019-06-24,1745,1546,MAGNOLIA BL,LEMP AV,"(34.1649, -118.3845)",3004 3037 3028 3101 3701 4026 3030,34.1649,-118.3845
191520533,11/9/2019,2019-11-09,1800,1543,LAUREL CANYON BL,ALBERS ST,"(34.1704, -118.3965)",3006 3028 3030 3037 3101 3401 3701 4015,34.1704,-118.3965
151522075,11/21/2015,2015-11-20,1810,1548,TUJUNGA AV,MAGNOLIA BL,"(34.1649, -118.379)",3004 3036 3030 3028 3101 3401 3701 4015,34.1649,-118.379
171521005,10/24/2017,2017-10-24,1815,1538,FAIR AV,BURBANK BL,"(34.1722, -118.3746)",3004 3036 3029 3026 3101 3401 3701 4015,34.1722,-118.3746
171515252,7/16/2017,2017-07-16,1820,1591,VENTURA BL,WHITSETT AV,"(34.1447, -118.4052)",3401 3006 3030 3028 3101 3701 4026,34.1447,-118.4052
161505804,2/2/2016,2016-01-28,1900,1596,LAUREL CANYON BL,DONA PEGITA DR,"(34.1315, -118.3811)",3004 3037 3029 3026 3101 3401 3701 4026,34.1315,-118.3811
171506420,2/10/2017,2017-02-10,1910,1525,LAUREL CANYON BL,ARCHWOOD ST,"(34.1826, -118.3916)",3004 3037 3026 3101 3401 3701 4015,34.1826,-118.3916
171523357,12/10/2017,2017-12-08,1920,1557,MAGNOLIA BL,CARTWRIGHT AV,"(34.1649, -118.3632)",3004 3037 3030 3028 3101 3401 3701 4015,34.1649,-118.3632
191516363,8/16/2019,2019-08-13,2000,1585,11100 VENTURA BL,,"(34.143, -118.3727)",0605 1300,34.143,-118.3727
171520257,10/12/2017,2017-10-11,2000,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.2006,-118.3965
191510108,4/28/2019,2019-04-26,2010,1512,COLDWATER CANYON AV,VANOWEN ST,"(34.194, -118.4138)",3101 3004 3036 3025 3401 3701 4015,34.194,-118.4138
191515898,8/20/2019,2019-08-19,2010,1521,ETHEL AV,SHERMAN WY,"(34.2012, -118.4182)",3004 3028 3030 3037 3101 3401 3701 4026,34.2012,-118.4182
181520118,10/25/2018,2018-10-24,2050,1562,COLDWATER CA AV,S RIVERSIDE DR,"(34.1533, -118.4058)",3004 3037 3034 3029 3026 3101 3401 3701 4026,34.1533,-118.4058
181513000,6/18/2018,2018-06-17,2115,1523,OXNARD ST,GOODLAND AV,"(34.1794, -118.4116)",3003 3037 3029 3024 3101 3401 3701 4026,34.1794,-118.4116
181518831,10/2/2018,2018-10-01,2125,1591,VENTURA BL,LAURELGROVE AV,"(34.1429, -118.403)",3004 3026 3037 3101 3401 3701 4026,34.1429,-118.403
191520020,10/29/2019,2019-10-29,2130,1569,MARIOTA AV,RIVERSIDE DR,"(34.1522, -118.3506)",3003 3026 3101 3401 3701 4015 3037,34.1522,-118.3506
181516783,8/26/2018,2018-08-24,2130,1543,VANTAGE AV,CHANDLER BL,"(34.1687, -118.3981)",3006 3030 3028 3037 3101 3401 4015,34.1687,-118.3981
171512781,6/1/2017,2017-05-31,2140,1527,VINELAND AV,HAMLIN ST,"(34.1885, -118.3703)",3004 3037 3025 3101 3401 3701 4026,34.1885,-118.3703
151513904,6/23/2015,2015-06-23,2145,1523,VICTORY BL,WILKINSON AV,"(34.1849, -118.4095)",3004 3037 3026 3101 3401 3701 4015 0605,34.1849,-118.4095
181506120,2/9/2018,2018-02-09,2200,1517,TUJUNGA AV,VANOWEN ST,"(34.194, -118.379)",3004 3036 3029 3026 3101 3401 3701 4015,34.194,-118.379
171513036,6/6/2017,2017-06-04,2205,1521,SHERMAN WY,BELLAIRE AV,"(34.198, -118.4216)",3004 3037 3030 3028 3101 3401 3701 4026,34.198,-118.4216
161520649,10/28/2016,2016-10-27,2355,1501,LLOYD,STRATHERN,"(34.2159, -118.4207)",3004 3036 3029 3026 3101 3401 3701 4026,34.2159,-118.4207
151512981,6/9/2015,2015-06-09,1,1525,VICTORY BL,MORELLA AV,"(34.1867, -118.3899)",0605 1402 3030 3028 3101 3401 3701 4015 3006 3037,34.1867,-118.3899
181505199,1/21/2018,2018-01-21,5,1515,VANOWEN ST,TUJUNGA AV,"(34.1962, -118.3911)",3004 3036 3026 3101 3401 3701 4015,34.1962,-118.3911
151509747,4/12/2015,2015-04-12,10,1599,CAHUENGA BL,WOODROW WILSON DR,"(34.1284, -118.3568)",3004 3036 3025 3101 3401 3701 4026,34.1284,-118.3568
171521700,11/7/2017,2017-11-07,10,1545,MAGNOLIA BL,MORELLA AV,"(34.1649, -118.3899)",3006 3037 3602 3026 3101 3401 3701 4026,34.1649,-118.3899
151519710,10/12/2015,2015-10-10,30,1586,CAHUENGA BL,LANKERSHIM BL,"(34.1425, -118.3643)",3008 3037 3029 3101 3401 3701 4015 3025,34.1425,-118.3643
181506528,2/17/2018,2018-02-16,105,1503,SHERMAN WY,WHITSETT AV,"(34.2003, -118.4002)",3004 3037 3030 3028 3101 3401 3701 4015,34.2003,-118.4002
181521675,11/21/2018,2018-11-20,200,1591,DONA ALICIA PL,DONA MARIA DR,"(34.1306, -118.3866)",3037 3006 3030 3028 3101 3401 3701 4015,34.1306,-118.3866
161518742,9/25/2016,2016-09-25,200,1595,VENTURA BL,LAUREL CANYON BL,"(34.1436, -118.3953)",3006 3037 3032 3030 3028 3102 3401 3701 4026,34.1436,-118.3953
161514400,7/7/2016,2016-07-07,220,1588,TROY DR,VELMA DR,"(34.1354, -118.3452)",3037 3032 3025 3103 3401 3701 4026 3006,34.1354,-118.3452
161518451,9/20/2016,2016-09-20,230,1551,LAUREL CANYON BL,RIVERSIDE DR,"(34.1576, -118.3965)",3008 3037 3029 3025 3101 3401 3701 4026,34.1576,-118.3965
151508028,3/12/2015,2015-03-12,230,1545,BEN AV,MAGNOLIA BL,"(34.1649, -118.3943)",3011 3037 3028 3101 3401 3701 4026 3032,34.1649,-118.3943
181523400,12/27/2018,2018-12-27,320,1547,BURBANK BL,IRVINE AV,"(34.1722, -118.3855)",3011 3037 3039 3028 3602 3101 3401 3701 4026,34.1722,-118.3855
161517172,8/27/2016,2016-08-27,600,1539,WILLOW CREST AV,BURBANK BL,"(34.1722, -118.3626)",3006 3037 3030 3028 3101 3401 3701 4026,34.1722,-118.3626
161505589,1/29/2016,2016-01-29,720,1539,OXNARD ST,WHITNALL HY,"(34.1794, -118.3653)",3004 3037 3030 3028 3101 3401 3701 4026,34.1794,-118.3653
151510267,4/21/2015,2015-04-21,735,1543,CORTEEN PL,MAGNOLIA BL,"(34.1649, -118.4019)",0605 3006 3030 3028 3101 3401 3701 4015 3037,34.1649,-118.4019
181519940,10/23/2018,2018-10-23,745,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.4052)",3011 3037 3034 3026 3101 3401 3701 4026,34.2012,-118.4052
151522563,12/1/2015,2015-11-30,755,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",3004 3026 3101 3401 3701 3037 4015,34.2006,-118.3965
161513962,6/29/2016,2016-06-29,800,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3003 3036 3025 3103 3401 3701 4026,34.194,-118.3703
151523398,12/17/2015,2015-12-17,805,1544,COLFAX AV,HUSTON ST,"(34.1613, -118.4008)",3003 3036 3025 3101 3401 3701 4026,34.1613,-118.4008
191510183,4/29/2019,2019-04-29,805,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",3029 3004 3036 3026 3101 3401 3701 4015,34.1867,-118.4052
181523016,12/18/2018,2018-12-18,805,1501,SATICOY ST,ATOLL AV,"(34.2079, -118.421)",3004 3037 3034 3028 3101 3401 3701 4026,34.2079,-118.421
161512522,6/4/2016,2016-06-04,830,1591,MULHOLLAND DR,LAUREL CANYON BL,"(34.1234, -118.3757)",3004 3037 3034 3028 3104 3401 3701 4026,34.1234,-118.3757
171510971,4/22/2017,2017-04-22,830,1586,LANKERSHIM,CAMPO DE CAH,"(34.1425, -118.3643)",3006 3037 3030 3028 3101 3401 3701 4015,34.1425,-118.3643
171510673,4/25/2017,2017-04-25,845,1523,VICTORY BL,COLDWATER CA AV,"(34.1849, -118.4095)",3004 3037 3030 3028 3101 3401 3701 4026,34.1849,-118.4095
181522620,12/11/2018,2018-12-10,900,1567,VALLEY SPRING LN,CAHUENGA BL,"(34.1468, -118.3615)",3004 3037 3026 3101 3401 3701 4026,34.1468,-118.3615
191516956,9/7/2019,2019-09-07,920,1591,GOODLAND AV,VENTURA BL,"(34.1448, -118.4117)",3004 3037 3026 3101 3401 3701 4026,34.1448,-118.4117
161509395,4/9/2016,2016-04-09,925,1515,HART ST,HINDS AV,"(34.1976, -118.391)",3004 3037 3025 3101 3401 3701 4026,34.1976,-118.391
191504053,1/2/2019,2019-01-02,930,1539,BURBANK,RIVERTON,"(34.1722, -118.3659)",1300 0605 3004 3037 3030 3028 3101 3701 4015,34.1722,-118.3659
181521403,11/18/2018,2018-11-16,930,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3037 3006 3032 3030 3028 3101 3401 3701 4015,34.2012,-118.4225
171504077,1/2/2017,2017-01-02,1000,1591,LAUREL TERRACE DR,SUNSWEPT DR,"(34.1424, -118.4052)",3004 3028 3034 3036 3104 3401 3701 4026,34.1424,-118.4052
191510770,5/6/2019,2019-05-06,1000,1567,LANKERSHIM BL,WHIPPLE ST,"(34.1481, -118.3644)",3004 3030 3037 3028 3101 3401 3701 4015,34.1481,-118.3644
161505452,1/27/2016,2016-01-27,1000,1562,KLING ST,COLDWATER CANYON AV,"(34.1558, -118.4138)",3004 3030 3028 3036 3101 3401 3701 4026,34.1558,-118.4138
191515436,8/11/2019,2019-08-11,1040,1566,MOORPARK ST,VINELAND AV,"(34.1504, -118.3703)",3037 3004 3030 3039 3028 3101 3701 4026,34.1504,-118.3703
181521296,11/15/2018,2018-11-15,1040,1511,SHERMAN WY,ATOLL AV,"(34.2012, -118.4211)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4211
181522089,12/1/2018,2018-12-01,1045,1525,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3878)",3004 3037 3026 3101 3401 3701 4015,34.1867,-118.3878
191511979,6/3/2019,2019-06-03,1055,1596,VENTURA BL,EUREKA AV,"(34.1406, -118.376)",3004 3037 3026 3101 3401 3701 4026,34.1406,-118.376
171513205,6/8/2017,2017-06-08,1100,1532,BURBANK BL,LAUREL CANYON BL,"(34.1722, -118.3965)",3004 3027 3036 3101 3401 3701 4026,34.1722,-118.3965
161508112,3/15/2016,2016-02-26,1100,1513,BELLAIRE AV,SHERMAN WY,"(34.2012, -118.4094)",3006 3030 3037 3028 3101 3401 3701 4015,34.2012,-118.4094
161520783,10/30/2016,2016-10-30,1120,1532,LAUREL CANYON BL,OXNARD ST,"(34.1794, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.1794,-118.3965
191519975,11/3/2019,2019-11-03,1120,1511,SHERMAN WY,ATOLL AV,"(34.2012, -118.4211)",3004 3026 3029 3037 3101 3401 3701 4026,34.2012,-118.4211
